Region,Country,Year,Series,Value
344,"China, Hong Kong SAR",2000,Net imports [Imports - Exports - Bunkers] (petajoules),571
344,"China, Hong Kong SAR",2005,Net imports [Imports - Exports - Bunkers] (petajoules),578
344,"China, Hong Kong SAR",2010,Net imports [Imports - Exports - Bunkers] (petajoules),672
344,"China, Hong Kong SAR",2015,Net imports [Imports - Exports - Bunkers] (petajoules),634
344,"China, Hong Kong SAR",2016,Net imports [Imports - Exports - Bunkers] (petajoules),643
344,"China, Hong Kong SAR",2017,Net imports [Imports - Exports - Bunkers] (petajoules),585
344,"China, Hong Kong SAR",1990,Changes in stocks (petajoules),5
344,"China, Hong Kong SAR",1995,Changes in stocks (petajoules),-16
344,"China, Hong Kong SAR",2000,Changes in stocks (petajoules),1
344,"China, Hong Kong SAR",2005,Changes in stocks (petajoules),-2
344,"China, Hong Kong SAR",2010,Changes in stocks (petajoules),129
344,"China, Hong Kong SAR",2015,Changes in stocks (petajoules),59
344,"China, Hong Kong SAR",2016,Changes in stocks (petajoules),53
344,"China, Hong Kong SAR",2017,Changes in stocks (petajoules),-2
344,"China, Hong Kong SAR",1990,Total supply (petajoules),316
344,"China, Hong Kong SAR",1995,Total supply (petajoules),398
344,"China, Hong Kong SAR",2000,Total supply (petajoules),570
344,"China, Hong Kong SAR",2005,Total supply (petajoules),579
344,"China, Hong Kong SAR",2010,Total supply (petajoules),544
344,"China, Hong Kong SAR",2015,Total supply (petajoules),576
344,"China, Hong Kong SAR",2016,Total supply (petajoules),590
344,"China, Hong Kong SAR",2017,Total supply (petajoules),587
344,"China, Hong Kong SAR",1990,Supply per capita (gigajoules),54
344,"China, Hong Kong SAR",1995,Supply per capita (gigajoules),65
344,"China, Hong Kong SAR",2000,Supply per capita (gigajoules),84
344,"China, Hong Kong SAR",2005,Supply per capita (gigajoules),85
344,"China, Hong Kong SAR",2010,Supply per capita (gigajoules),77
344,"China, Hong Kong SAR",2015,Supply per capita (gigajoules),79
344,"China, Hong Kong SAR",2016,Supply per capita (gigajoules),81
344,"China, Hong Kong SAR",2017,Supply per capita (gigajoules),80
446,"China, Macao SAR",2005,Primary energy production (petajoules),3
446,"China, Macao SAR",2010,Primary energy production (petajoules),4
446,"China, Macao SAR",2015,Primary energy production (petajoules),5
446,"China, Macao SAR",2016,Primary energy production (petajoules),5
446,"China, Macao SAR",2017,Primary energy production (petajoules),6
446,"China, Macao SAR",1990,Net imports [Imports - Exports - Bunkers] (petajoules),15
446,"China, Macao SAR",1995,Net imports [Imports - Exports - Bunkers] (petajoules),18
446,"China, Macao SAR",2000,Net imports [Imports - Exports - Bunkers] (petajoules),23
446,"China, Macao SAR",2005,Net imports [Imports - Exports - Bunkers] (petajoules),26
446,"China, Macao SAR",2010,Net imports [Imports - Exports - Bunkers] (petajoules),29
446,"China, Macao SAR",2015,Net imports [Imports - Exports - Bunkers] (petajoules),41
446,"China, Macao SAR",2016,Net imports [Imports - Exports - Bunkers] (petajoules),40
446,"China, Macao SAR",2017,Net imports [Imports - Exports - Bunkers] (petajoules),43
446,"China, Macao SAR",1990,Changes in stocks (petajoules),0
446,"China, Macao SAR",1995,Changes in stocks (petajoules),0
446,"China, Macao SAR",2000,Changes in stocks (petajoules),0
446,"China, Macao SAR",2005,Changes in stocks (petajoules),0
446,"China, Macao SAR",2010,Changes in stocks (petajoules),0
446,"China, Macao SAR",2015,Changes in stocks (petajoules),1
446,"China, Macao SAR",2016,Changes in stocks (petajoules),0
446,"China, Macao SAR",2017,Changes in stocks (petajoules),1
446,"China, Macao SAR",1990,Total supply (petajoules),15
446,"China, Macao SAR",1995,Total supply (petajoules),18
446,"China, Macao SAR",2000,Total supply (petajoules),24
446,"China, Macao SAR",2005,Total supply (petajoules),29
446,"China, Macao SAR",2010,Total supply (petajoules),32
446,"China, Macao SAR",2015,Total supply (petajoules),45
446,"China, Macao SAR",2016,Total supply (petajoules),46
446,"China, Macao SAR",2017,Total supply (petajoules),48
446,"China, Macao SAR",1990,Supply per capita (gigajoules),40
446,"China, Macao SAR",1995,Supply per capita (gigajoules),45
446,"China, Macao SAR",2000,Supply per capita (gigajoules),55
446,"China, Macao SAR",2005,Supply per capita (gigajoules),61
446,"China, Macao SAR",2010,Supply per capita (gigajoules),60
446,"China, Macao SAR",2015,Supply per capita (gigajoules),74
446,"China, Macao SAR",2016,Supply per capita (gigajoules),74
446,"China, Macao SAR",2017,Supply per capita (gigajoules),78
170,Colombia,1990,Primary energy production (petajoules),1882
170,Colombia,1995,Primary energy production (petajoules),2419
170,Colombia,2000,Primary energy production (petajoules),3046
170,Colombia,2005,Primary energy production (petajoules),3335
170,Colombia,2010,Primary energy production (petajoules),4486
170,Colombia,2015,Primary energy production (petajoules),5367
170,Colombia,2016,Primary energy production (petajoules),5208
170,Colombia,2017,Primary energy production (petajoules),5171
170,Colombia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-891
170,Colombia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-1267
170,Colombia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-1987
170,Colombia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-2139
170,Colombia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-3081
170,Colombia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-3799
170,Colombia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-3658
170,Colombia,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-4325
170,Colombia,1990,Changes in stocks (petajoules),7
170,Colombia,1995,Changes in stocks (petajoules),48
170,Colombia,2000,Changes in stocks (petajoules),-43
170,Colombia,2005,Changes in stocks (petajoules),16
170,Colombia,2010,Changes in stocks (petajoules),3
170,Colombia,2015,Changes in stocks (petajoules),44
170,Colombia,2016,Changes in stocks (petajoules),-219
170,Colombia,2017,Changes in stocks (petajoules),-832
170,Colombia,1990,Total supply (petajoules),983
170,Colombia,1995,Total supply (petajoules),1104
170,Colombia,2000,Total supply (petajoules),1103
170,Colombia,2005,Total supply (petajoules),1180
170,Colombia,2010,Total supply (petajoules),1402
170,Colombia,2015,Total supply (petajoules),1524
170,Colombia,2016,Total supply (petajoules),1770
170,Colombia,2017,Total supply (petajoules),1677
170,Colombia,1990,Supply per capita (gigajoules),30
170,Colombia,1995,Supply per capita (gigajoules),30
170,Colombia,2000,Supply per capita (gigajoules),28
170,Colombia,2005,Supply per capita (gigajoules),27
170,Colombia,2010,Supply per capita (gigajoules),31
170,Colombia,2015,Supply per capita (gigajoules),32
170,Colombia,2016,Supply per capita (gigajoules),36
170,Colombia,2017,Supply per capita (gigajoules),34
174,Comoros,1990,Primary energy production (petajoules),1
174,Comoros,1995,Primary energy production (petajoules),2
174,Comoros,2000,Primary energy production (petajoules),2
174,Comoros,2005,Primary energy production (petajoules),2
174,Comoros,2010,Primary energy production (petajoules),2
174,Comoros,2015,Primary energy production (petajoules),3
174,Comoros,2016,Primary energy production (petajoules),3
174,Comoros,2017,Primary energy production (petajoules),3
174,Comoros,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
174,Comoros,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
174,Comoros,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
174,Comoros,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
174,Comoros,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
174,Comoros,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3
174,Comoros,2016,Net imports [Imports - Exports - Bunkers] (petajoules),3
174,Comoros,2017,Net imports [Imports - Exports - Bunkers] (petajoules),4
174,Comoros,1990,Total supply (petajoules),2
174,Comoros,1995,Total supply (petajoules),3
174,Comoros,2000,Total supply (petajoules),3
174,Comoros,2005,Total supply (petajoules),4
174,Comoros,2010,Total supply (petajoules),5
174,Comoros,2015,Total supply (petajoules),5
174,Comoros,2016,Total supply (petajoules),6
174,Comoros,2017,Total supply (petajoules),6
174,Comoros,1990,Supply per capita (gigajoules),5
174,Comoros,1995,Supply per capita (gigajoules),6
174,Comoros,2000,Supply per capita (gigajoules),6
174,Comoros,2005,Supply per capita (gigajoules),6
174,Comoros,2010,Supply per capita (gigajoules),7
174,Comoros,2015,Supply per capita (gigajoules),7
174,Comoros,2016,Supply per capita (gigajoules),7
174,Comoros,2017,Supply per capita (gigajoules),8
178,Congo,1990,Primary energy production (petajoules),361
178,Congo,1995,Primary energy production (petajoules),415
178,Congo,2000,Primary energy production (petajoules),604
178,Congo,2005,Primary energy production (petajoules),563
178,Congo,2010,Primary energy production (petajoules),724
178,Congo,2015,Primary energy production (petajoules),609
178,Congo,2016,Primary energy production (petajoules),604
178,Congo,2017,Primary energy production (petajoules),686
178,Congo,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-325
178,Congo,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-375
178,Congo,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-569
178,Congo,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-518
178,Congo,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-649
178,Congo,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-490
178,Congo,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-480
178,Congo,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-562
178,Congo,1990,Changes in stocks (petajoules),0
178,Congo,1995,Changes in stocks (petajoules),0
178,Congo,2005,Changes in stocks (petajoules),0
178,Congo,2010,Changes in stocks (petajoules),6
178,Congo,2015,Changes in stocks (petajoules),0
178,Congo,2016,Changes in stocks (petajoules),0
178,Congo,1990,Total supply (petajoules),36
178,Congo,1995,Total supply (petajoules),40
178,Congo,2000,Total supply (petajoules),35
178,Congo,2005,Total supply (petajoules),45
178,Congo,2010,Total supply (petajoules),70
178,Congo,2015,Total supply (petajoules),119
178,Congo,2016,Total supply (petajoules),124
178,Congo,2017,Total supply (petajoules),124
178,Congo,1990,Supply per capita (gigajoules),15
178,Congo,1995,Supply per capita (gigajoules),15
178,Congo,2000,Supply per capita (gigajoules),11
178,Congo,2005,Supply per capita (gigajoules),13
178,Congo,2010,Supply per capita (gigajoules),16
178,Congo,2015,Supply per capita (gigajoules),24
178,Congo,2016,Supply per capita (gigajoules),24
178,Congo,2017,Supply per capita (gigajoules),24
184,Cook Islands,2015,Primary energy production (petajoules),0
184,Cook Islands,2016,Primary energy production (petajoules),0
184,Cook Islands,2017,Primary energy production (petajoules),0
184,Cook Islands,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2010,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2015,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2016,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,2017,Net imports [Imports - Exports - Bunkers] (petajoules),1
184,Cook Islands,1990,Total supply (petajoules),0
184,Cook Islands,1995,Total supply (petajoules),1
184,Cook Islands,2000,Total supply (petajoules),1
184,Cook Islands,2005,Total supply (petajoules),1
184,Cook Islands,2010,Total supply (petajoules),1
184,Cook Islands,2015,Total supply (petajoules),1
184,Cook Islands,2016,Total supply (petajoules),1
184,Cook Islands,2017,Total supply (petajoules),1
184,Cook Islands,1990,Supply per capita (gigajoules),28
184,Cook Islands,1995,Supply per capita (gigajoules),30
184,Cook Islands,2000,Supply per capita (gigajoules),36
184,Cook Islands,2005,Supply per capita (gigajoules),39
184,Cook Islands,2010,Supply per capita (gigajoules),39
184,Cook Islands,2015,Supply per capita (gigajoules),49
184,Cook Islands,2016,Supply per capita (gigajoules),51
184,Cook Islands,2017,Supply per capita (gigajoules),56
188,Costa Rica,1990,Primary energy production (petajoules),30
188,Costa Rica,1995,Primary energy production (petajoules),46
188,Costa Rica,2000,Primary energy production (petajoules),67
188,Costa Rica,2005,Primary energy production (petajoules),93
188,Costa Rica,2010,Primary energy production (petajoules),104
188,Costa Rica,2015,Primary energy production (petajoules),110
188,Costa Rica,2016,Primary energy production (petajoules),108
188,Costa Rica,2017,Primary energy production (petajoules),102
188,Costa Rica,1990,Net imports [Imports - Exports - Bunkers] (petajoules),40
188,Costa Rica,1995,Net imports [Imports - Exports - Bunkers] (petajoules),65
188,Costa Rica,2000,Net imports [Imports - Exports - Bunkers] (petajoules),70
188,Costa Rica,2005,Net imports [Imports - Exports - Bunkers] (petajoules),85
188,Costa Rica,2010,Net imports [Imports - Exports - Bunkers] (petajoules),99
188,Costa Rica,2015,Net imports [Imports - Exports - Bunkers] (petajoules),98
188,Costa Rica,2016,Net imports [Imports - Exports - Bunkers] (petajoules),105
188,Costa Rica,2017,Net imports [Imports - Exports - Bunkers] (petajoules),113
188,Costa Rica,1990,Changes in stocks (petajoules),1
188,Costa Rica,1995,Changes in stocks (petajoules),0
188,Costa Rica,2000,Changes in stocks (petajoules),-1
188,Costa Rica,2005,Changes in stocks (petajoules),0
188,Costa Rica,2010,Changes in stocks (petajoules),0
188,Costa Rica,2015,Changes in stocks (petajoules),0
188,Costa Rica,2016,Changes in stocks (petajoules),-1
188,Costa Rica,2017,Changes in stocks (petajoules),2
188,Costa Rica,1990,Total supply (petajoules),68
188,Costa Rica,1995,Total supply (petajoules),110
188,Costa Rica,2000,Total supply (petajoules),137
188,Costa Rica,2005,Total supply (petajoules),177
188,Costa Rica,2010,Total supply (petajoules),203
188,Costa Rica,2015,Total supply (petajoules),207
188,Costa Rica,2016,Total supply (petajoules),213
188,Costa Rica,2017,Total supply (petajoules),212
188,Costa Rica,1990,Supply per capita (gigajoules),22
188,Costa Rica,1995,Supply per capita (gigajoules),32
188,Costa Rica,2000,Supply per capita (gigajoules),35
188,Costa Rica,2005,Supply per capita (gigajoules),41
188,Costa Rica,2010,Supply per capita (gigajoules),45
188,Costa Rica,2015,Supply per capita (gigajoules),43
188,Costa Rica,2016,Supply per capita (gigajoules),44
188,Costa Rica,2017,Supply per capita (gigajoules),43
384,Côte d’Ivoire,1990,Primary energy production (petajoules),179
384,Côte d’Ivoire,1995,Primary energy production (petajoules),178
384,Côte d’Ivoire,2000,Primary energy production (petajoules),242
